date,k18,k21,k22,traditional
2011-07-06,3535,3965,4150,2700
2011-07-07,3535,3965,4150,2700
2011-07-08,3535,3965,4150,2700
2011-07-09,3535,3965,4150,2700
2011-07-10,3535,3965,4150,2700
2011-07-11,3535,3965,4150,2700
2011-07-12,3535,3965,4150,2700
2011-07-13,3535,3965,4150,2700
2011-07-14,3535,3965,4150,2700
2011-07-15,3535,3965,4150,2700
2011-07-16,3535,3965,4150,2700
2011-07-17,3535,3965,4150,2700
2011-07-18,3535,3965,4150,2700
2011-07-19,3615,4060,4250,2800
2011-07-20,3615,4060,4250,2800
2011-07-21,3615,4060,4250,2800
2011-07-22,3615,4060,4250,2800
2011-07-23,3615,4060,4250,2800
2011-07-24,3615,4060,4250,2800
2011-07-25,3615,4060,4250,2800
2011-07-26,3615,4060,4250,2800
2011-07-27,3615,4060,4250,2800
2011-07-28,3615,4060,4250,2800
2011-07-29,3700,4155,4350,2880
2011-07-30,3700,4155,4350,2880
2011-07-31,3700,4155,4350,2880
2011-08-01,3700,4155,4350,2880
2011-08-02,3700,4155,4350,2880
2011-08-03,3700,4155,4350,2880
2011-08-04,3700,4155,4350,2880
2011-08-05,3700,4155,4350,2880
2011-08-06,3775,4265,4465,2950
2011-08-07,3775,4265,4465,2950
2011-08-08,3775,4265,4465,2950
2011-08-09,3775,4265,4465,2950
2011-08-10,3775,4265,4465,2950
2011-08-11,3900,4410,4615,3010
2011-08-12,3900,4410,4615,3010
2011-08-13,3900,4410,4615,3010
2011-08-14,3900,4410,4615,3010
2011-08-15,3900,4410,4615,3010
2011-08-16,3900,4410,4615,3010
2011-08-17,3900,4410,4615,3010
2011-08-18,3900,4410,4615,3010
2011-08-19,3990,4530,4740,3070
2011-08-20,3990,4530,4740,3070
2011-08-21,4155,4735,4955,3150
2011-08-22,4155,4735,4955,3150
2011-08-23,4155,4735,4955,3150
2011-08-24,4270,4905,5135,3220
2011-08-25,4270,4905,5135,3220
2011-08-26,4155,4735,4955,3150
2011-08-27,4155,4735,4955,3150
2011-08-28,4155,4735,4955,3150
2011-08-29,4155,4735,4955,3150
2011-08-30,4155,4735,4955,3150
2011-08-31,4155,4735,4955,3150
2011-09-01,4155,4735,4955,3150
2011-09-02,4155,4735,4955,3150
2011-09-03,4155,4735,4955,3150
2011-09-04,4155,4735,4955,3150
2011-09-05,4155,4735,4955,3150
2011-09-06,4155,4735,4955,3150
2011-09-07,4270,4905,5135,3220
2011-09-08,4270,4905,5135,3220
2011-09-09,4270,4905,5135,3220
2011-09-10,4270,4905,5135,3220
2011-09-11,4270,4905,5135,3220
2011-09-12,4270,4905,5135,3220
2011-09-13,4270,4905,5135,3220
2011-09-14,4270,4905,5135,3220
2011-09-15,4270,4905,5135,3220
2011-09-16,4270,4905,5135,3220
2011-09-17,4270,4905,5135,3220
2011-09-18,4270,4905,5135,3220
2011-09-19,4270,4905,5135,3220
2011-09-20,4270,4905,5135,3220
2011-09-21,4270,4905,5135,3220
2011-09-22,4270,4905,5135,3220
2011-09-23,4270,4905,5135,3220
2011-09-24,4270,4905,5135,3220
2011-09-25,4060,4700,4920,3100
2011-09-26,4060,4700,4920,3100
2011-09-27,4060,4700,4920,3100
2011-09-28,4060,4700,4920,3100
2011-09-29,4060,4700,4920,3100
2011-09-30,4060,4700,4920,3100
2011-10-01,4060,4700,4920,3100
2011-10-02,4060,4700,4920,3100
2011-10-03,4060,4700,4920,3100
2011-10-04,4060,4700,4920,3100
2011-10-05,4060,4700,4920,3100
2011-10-06,4060,4700,4920,3100
2011-10-07,4060,4700,4920,3100
2011-10-08,4060,4700,4920,3100
2011-10-09,4060,4700,4920,3100
2011-10-10,4060,4700,4920,3100
2011-10-11,4060,4700,4920,3100
2011-10-12,4060,4700,4920,3100
2011-10-13,4060,4700,4920,3100
2011-10-14,3940,4595,4810,3000
2011-10-15,3940,4595,4810,3000
2011-10-16,3940,4595,4810,3000
2011-10-17,3940,4595,4810,3000
2011-10-18,3940,4595,4810,3000
2011-10-19,3940,4595,4810,3000
2011-10-20,3940,4595,4810,3000
2011-10-21,3940,4595,4810,3000
2011-10-22,3940,4595,4810,3000
2011-10-23,3940,4595,4810,3000
2011-10-24,3940,4595,4810,3000
2011-10-25,3940,4595,4810,3000
2011-10-26,3940,4595,4810,3000
2011-10-27,3940,4595,4810,3000
2011-10-28,3940,4595,4810,3000
2011-10-29,3940,4595,4810,3000
2011-10-30,3940,4595,4810,3000
2011-10-31,3940,4595,4810,3000
2011-11-01,3940,4595,4810,3000
2011-11-02,3940,4595,4810,3000
2011-11-03,3940,4595,4810,3000
2011-11-04,3940,4595,4810,3000
2011-11-05,3940,4595,4810,3000
2011-11-06,3940,4595,4810,3000
2011-11-07,3940,4595,4810,3000
2011-11-08,3940,4595,4810,3000
2011-11-09,3940,4595,4810,3000
2011-11-10,3940,4595,4810,3000
2011-11-11,3940,4595,4810,3000
2011-11-12,3940,4595,4810,3000
2011-11-13,3940,4595,4810,3000
2011-11-14,3940,4595,4810,3000
2011-11-15,3940,4595,4810,3000
2011-11-16,4030,4700,4920,3100
2011-11-17,4030,4700,4920,3100
2011-11-18,4030,4700,4920,3100
2011-11-19,4030,4700,4920,3100
2011-11-20,4030,4700,4920,3100
2011-11-21,4030,4700,4920,3100
2011-11-22,4030,4700,4920,3100
2011-11-23,3940,4595,4810,3000
2011-11-24,3940,4595,4810,3000
2011-11-25,3940,4595,4810,3000
2011-11-26,3940,4595,4810,3000
2011-11-27,3940,4595,4810,3000
2011-11-28,3940,4595,4810,3000
2011-11-29,3940,4595,4810,3000
2011-11-30,3940,4595,4810,3000
2011-12-01,3940,4595,4810,3000
2011-12-02,3940,4595,4810,3000
2011-12-03,3940,4595,4810,3000
2011-12-04,3940,4595,4810,3000
2011-12-05,3940,4595,4810,3000
2011-12-06,3940,4595,4810,3000
2011-12-07,3940,4595,4810,3000
2011-12-08,3940,4595,4810,3000
2011-12-09,3940,4595,4810,3000
2011-12-10,3940,4595,4810,3000
2011-12-11,3940,4595,4810,3000
2011-12-12,3940,4595,4810,3000
2011-12-13,3940,4595,4810,3000
2011-12-14,3940,4595,4810,3000
2011-12-15,3940,4595,4810,3000
2011-12-16,3940,4595,4810,3000
2011-12-17,3940,4595,4810,3000
2011-12-18,3940,4595,4810,3000
2011-12-19,3940,4595,4810,3000
2011-12-20,3855,4500,4710,2900
2011-12-21,3855,4500,4710,2900
2011-12-22,3855,4500,4710,2900
2011-12-23,3855,4500,4710,2900
2011-12-24,3855,4500,4710,2900
2011-12-25,3855,4500,4710,2900
2011-12-26,3855,4500,4710,2900
2011-12-27,3855,4500,4710,2900
2011-12-28,3855,4500,4710,2900
2011-12-29,3855,4500,4710,2900
2011-12-30,3855,4500,4710,2900
2011-12-31,3855,4500,4710,2900
2012-01-01,3855,4500,4710,2900
2012-01-02,3855,4500,4710,2900
2012-01-03,3855,4500,4710,2900
2012-01-04,3855,4500,4710,2900
2012-01-05,3855,4500,4710,2900
2012-01-06,3855,4500,4710,2900
2012-01-07,3855,4500,4710,2900
2012-01-08,3855,4500,4710,2900
2012-01-09,3855,4500,4710,2900
2012-01-10,3855,4500,4710,2900
2012-01-11,3855,4500,4710,2900
2012-01-12,3855,4500,4710,2900
2012-01-13,3855,4500,4710,2900
2012-01-14,3960,4620,4840,3010
2012-01-15,3960,4620,4840,3010
2012-01-16,3960,4620,4840,3010
2012-01-17,3960,4620,4840,3010
2012-01-18,3960,4620,4840,3010
2012-01-19,3960,4620,4840,3010
2012-01-20,3960,4620,4840,3010
2012-01-21,3960,4620,4840,3010
2012-01-22,3960,4620,4840,3010
2012-01-23,3960,4620,4840,3010
2012-01-24,4055,4730,4950,3100
2012-01-25,4055,4730,4950,3100
2012-01-26,4055,4730,4950,3100
2012-01-27,4055,4730,4950,3100
2012-01-28,4055,4730,4950,3100
2012-01-29,4055,4730,4950,3100
2012-01-30,4055,4730,4950,3100
2012-01-31,4140,4830,5055,3180
2012-02-01,4140,4830,5055,3180
2012-02-02,4140,4830,5055,3180
2012-02-03,4140,4830,5055,3180
2012-02-04,4140,4830,5055,3180
2012-02-05,4140,4830,5055,3180
2012-02-06,4140,4830,5055,3180
2012-02-07,4140,4830,5055,3180
2012-02-08,4140,4830,5055,3180
2012-02-09,4140,4830,5055,3180
2012-02-10,4140,4830,5055,3180
2012-02-11,4140,4830,5055,3180
2012-02-12,4140,4830,5055,3180
2012-02-13,4140,4830,5055,3180
2012-02-14,4140,4830,5055,3180
2012-02-15,4140,4830,5055,3180
2012-02-16,4140,4830,5055,3180
2012-02-17,4140,4830,5055,3180
2012-02-18,4140,4830,5055,3180
2012-02-19,4140,4830,5055,3180
2012-02-20,4140,4830,5055,3180
2012-02-21,4140,4830,5055,3180
2012-02-22,4140,4830,5055,3180
2012-02-23,4140,4830,5055,3180
2012-02-24,4140,4830,5055,3180
2012-02-25,4140,4830,5055,3180
2012-02-26,4140,4830,5055,3180
2012-02-27,4220,4925,5155,3250
2012-02-28,4220,4925,5155,3250
2012-02-29,4220,4925,5155,3250
2012-03-01,4220,4925,5155,3250
2012-03-02,4220,4925,5155,3250
2012-03-03,4220,4925,5155,3250
2012-03-04,4140,4830,5055,3180
2012-03-05,4140,4830,5055,3180
2012-03-06,4140,4830,5055,3180
2012-03-07,4140,4830,5055,3180
2012-03-08,4140,4830,5055,3180
2012-03-09,4140,4830,5055,3180
2012-03-10,4140,4830,5055,3180
2012-03-11,4140,4830,5055,3180
2012-03-12,4140,4830,5055,3180
2012-03-13,4140,4830,5055,3180
2012-03-14,4140,4830,5055,3180
2012-03-15,4140,4830,5055,3180
2012-03-16,4030,4705,4925,3060
2012-03-17,4030,4705,4925,3060
2012-03-18,4030,4705,4925,3060
2012-03-19,4030,4705,4925,3060
2012-03-20,4030,4705,4925,3060
2012-03-21,4030,4705,4925,3060
2012-03-22,4030,4705,4925,3060
2012-03-23,4030,4705,4925,3060
2012-03-24,4030,4705,4925,3060
2012-03-25,4030,4705,4925,3060
2012-03-26,4030,4705,4925,3060
2012-03-27,4030,4705,4925,3060
2012-03-28,4030,4705,4925,3060
2012-03-29,4030,4705,4925,3060
2012-03-30,4140,4830,5055,3180
2012-03-31,4140,4830,5055,3180
2012-04-01,4140,4830,5055,3180
2012-04-02,4140,4830,5055,3180
2012-04-03,4140,4830,5055,3180
2012-04-04,4140,4830,5055,3180
2012-04-05,4140,4830,5055,3180
2012-04-06,4030,4705,4925,3060
2012-04-07,4030,4705,4925,3060
2012-04-08,4030,4705,4925,3060
2012-04-09,4030,4705,4925,3060
2012-04-10,4030,4705,4925,3060
2012-04-11,4030,4705,4925,3060
2012-04-12,4030,4705,4925,3060
2012-04-13,4030,4705,4925,3060
2012-04-14,4030,4705,4925,3060
2012-04-15,4030,4705,4925,3060
2012-04-16,4030,4705,4925,3060
2012-04-17,4030,4705,4925,3060
2012-04-18,4030,4705,4925,3060
2012-04-19,4030,4705,4925,3060
2012-04-20,4030,4705,4925,3060
2012-04-21,4030,4705,4925,3060
2012-04-22,4030,4705,4925,3060
2012-04-23,4030,4705,4925,3060
2012-04-24,4030,4705,4925,3060
2012-04-25,4030,4705,4925,3060
2012-04-26,4030,4705,4925,3060
2012-04-27,4030,4705,4925,3060
2012-04-28,4030,4705,4925,3060
2012-04-29,4030,4705,4925,3060
2012-04-30,4030,4705,4925,3060
2012-05-01,4030,4705,4925,3060
2012-05-02,4030,4705,4925,3060
2012-05-03,4030,4705,4925,3060
2012-05-04,4030,4705,4925,3060
2012-05-05,4030,4705,4925,3060
2012-05-06,4030,4705,4925,3060
2012-05-07,4030,4705,4925,3060
2012-05-08,4030,4705,4925,3060
2012-05-09,4030,4705,4925,3060
2012-05-10,4030,4705,4925,3060
2012-05-11,3960,4620,4840,3000
2012-05-12,3960,4620,4840,3000
2012-05-13,3960,4620,4840,3000
2012-05-14,3960,4620,4840,3000
2012-05-15,3960,4620,4840,3000
2012-05-16,3960,4620,4840,3000
2012-05-17,3960,4620,4840,3000
2012-05-18,3880,4530,4740,2900
2012-05-19,3880,4530,4740,2900
2012-05-20,3960,4620,4840,3000
2012-05-21,3960,4620,4840,3000
2012-05-22,3960,4620,4840,3000
2012-05-23,3960,4620,4840,3000
2012-05-24,3960,4620,4840,3000
2012-05-25,3960,4620,4840,3000
2012-05-26,3960,4620,4840,3000
2012-05-27,3960,4620,4840,3000
2012-05-28,3960,4620,4840,3000
2012-05-29,3960,4620,4840,3000
2012-05-30,3960,4620,4840,3000
2012-05-31,3960,4620,4840,3000
2012-06-01,3960,4620,4840,3000
2012-06-02,3960,4620,4840,3000
2012-06-03,3960,4620,4840,3000
2012-06-04,3960,4620,4840,3000
2012-06-05,3960,4620,4840,3000
2012-06-06,3960,4620,4840,3000
2012-06-07,3960,4620,4840,3000
2012-06-08,3960,4620,4840,3000
2012-06-09,3960,4620,4840,3000
2012-06-10,3960,4620,4840,3000
2012-06-11,3960,4620,4840,3000
2012-06-12,3960,4620,4840,3000
2012-06-13,3960,4620,4840,3000
2012-06-14,3960,4620,4840,3000
2012-06-15,3960,4620,4840,3000
2012-06-16,3960,4620,4840,3000
2012-06-17,3960,4620,4840,3000
2012-06-18,3960,4620,4840,3000
2012-06-19,3960,4620,4840,3000
2012-06-20,3960,4620,4840,3000
2012-06-21,3960,4620,4840,3000
2012-06-22,3960,4620,4840,3000
2012-06-23,3960,4620,4840,3000
2012-06-24,3960,4620,4840,3000
2012-06-25,3960,4620,4840,3000
2012-06-26,3960,4620,4840,3000
2012-06-27,3960,4620,4840,3000
2012-06-28,3960,4620,4840,3000
2012-06-29,3960,4620,4840,3000
2012-06-30,3960,4620,4840,3000
2012-07-01,3960,4620,4840,3000
2012-07-02,3960,4620,4840,3000
2012-07-03,3960,4620,4840,3000
2012-07-04,3960,4620,4840,3000
2012-07-05,3960,4620,4840,3000
2012-07-06,3960,4620,4840,3000
2012-07-07,3960,4620,4840,3000
2012-07-08,3960,4620,4840,3000
2012-07-09,3960,4620,4840,3000
2012-07-10,3960,4620,4840,3000
2012-07-11,3960,4620,4840,3000
2012-07-12,3960,4620,4840,3000
2012-07-13,3960,4620,4840,3000
2012-07-14,3960,4620,4840,3000
2012-07-15,3960,4620,4840,3000
2012-07-16,3960,4620,4840,3000
2012-07-17,3960,4620,4840,3000
2012-07-18,3960,4620,4840,3000
2012-07-19,3960,4620,4840,3000
2012-07-20,3960,4620,4840,3000
2012-07-21,3960,4620,4840,3000
2012-07-22,3960,4620,4840,3000
2012-07-23,3960,4620,4840,3000
2012-07-24,3960,4620,4840,3000
2012-07-25,3960,4620,4840,3000
2012-07-26,3960,4620,4840,3000
2012-07-27,3960,4620,4840,3000
2012-07-28,3960,4620,4840,3000
2012-07-29,3960,4620,4840,3000
2012-07-30,3960,4620,4840,3000
2012-07-31,3960,4620,4840,3000
2012-08-01,3960,4620,4840,3000
2012-08-02,3960,4620,4840,3000
2012-08-03,3960,4620,4840,3000
2012-08-04,3960,4620,4840,3000
2012-08-05,3960,4620,4840,3000
2012-08-06,3960,4620,4840,3000
2012-08-07,3960,4620,4840,3000
2012-08-08,3960,4620,4840,3000
2012-08-09,3960,4620,4840,3000
2012-08-10,3960,4620,4840,3000
2012-08-11,3960,4620,4840,3000
2012-08-12,3960,4620,4840,3000
2012-08-13,3960,4620,4840,3000
2012-08-14,3960,4620,4840,3000
2012-08-15,3960,4620,4840,3000
2012-08-16,3960,4620,4840,3000
2012-08-17,3960,4620,4840,3000
2012-08-18,3960,4620,4840,3000
2012-08-19,3960,4620,4840,3000
2012-08-20,3960,4620,4840,3000
2012-08-21,3960,4620,4840,3000
2012-08-22,3960,4620,4840,3000
2012-08-23,3960,4620,4840,3000
2012-08-24,3960,4620,4840,3000
2012-08-25,3960,4620,4840,3000
2012-08-26,4070,4750,4970,3090
2012-08-27,4070,4750,4970,3090
2012-08-28,4070,4750,4970,3090
2012-08-29,4070,4750,4970,3090
2012-08-30,4070,4750,4970,3090
2012-08-31,4070,4750,4970,3090
2012-09-01,4070,4750,4970,3090
2012-09-02,4070,4750,4970,3090
2012-09-03,4070,4750,4970,3090
2012-09-04,4070,4750,4970,3090
2012-09-05,4070,4750,4970,3090
2012-09-06,4070,4750,4970,3090
2012-09-07,4070,4750,4970,3090
2012-09-08,4070,4750,4970,3090
2012-09-09,4175,4870,5100,3160
2012-09-10,4175,4870,5100,3160
2012-09-11,4175,4870,5100,3160
2012-09-12,4175,4870,5100,3160
2012-09-13,4175,4870,5100,3160
2012-09-14,4175,4870,5100,3160
2012-09-15,4175,4870,5100,3160
2012-09-16,4260,4970,5200,3220
2012-09-17,4260,4970,5200,3220
2012-09-18,4260,4970,5200,3220
2012-09-19,4260,4970,5200,3220
2012-09-20,4260,4970,5200,3220
2012-09-21,4260,4970,5200,3220
2012-09-22,4260,4970,5200,3220
2012-09-23,4260,4970,5200,3220
2012-09-24,4260,4970,5200,3220
2012-09-25,4260,4970,5200,3220
2012-09-26,4260,4970,5200,3220
2012-09-27,4260,4970,5200,3220
2012-09-28,4260,4970,5200,3220
2012-09-29,4260,4970,5200,3220
2012-09-30,4260,4970,5200,3220
2012-10-01,4260,4970,5200,3220
2012-10-02,4260,4970,5200,3220
2012-10-03,4260,4970,5200,3220
2012-10-04,4260,4970,5200,3220
2012-10-05,4260,4970,5200,3220
2012-10-06,4260,4970,5200,3220
2012-10-07,4260,4970,5200,3220
2012-10-08,4260,4970,5200,3220
2012-10-09,4260,4970,5200,3220
2012-10-10,4260,4970,5200,3220
2012-10-11,4260,4970,5200,3220
2012-10-12,4260,4970,5200,3220
2012-10-13,4260,4970,5200,3220
2012-10-14,4260,4970,5200,3220
2012-10-15,4260,4970,5200,3220
2012-10-16,4260,4970,5200,3220
2012-10-17,4260,4970,5200,3220
2012-10-18,4260,4970,5200,3220
2012-10-19,4260,4970,5200,3220
2012-10-20,4260,4970,5200,3220
2012-10-21,4175,4870,5100,3160
2012-10-22,4175,4870,5100,3160
2012-10-23,4175,4870,5100,3160
2012-10-24,4175,4870,5100,3160
2012-10-25,4175,4870,5100,3160
2012-10-26,4175,4870,5100,3160
2012-10-27,4175,4870,5100,3160
2012-10-28,4175,4870,5100,3160
2012-10-29,4175,4870,5100,3160
2012-10-30,4175,4870,5100,3160
2012-10-31,4175,4870,5100,3160
2012-11-01,4175,4870,5100,3160
2012-11-02,4175,4870,5100,3160
2012-11-03,4175,4870,5100,3160
2012-11-04,4175,4870,5100,3160
2012-11-05,4175,4870,5100,3160
2012-11-06,4175,4870,5100,3160
2012-11-07,4175,4870,5100,3160
2012-11-08,4175,4870,5100,3160
2012-11-09,4175,4870,5100,3160
2012-11-10,4175,4870,5100,3160
2012-11-11,4175,4870,5100,3160
2012-11-12,4175,4870,5100,3160
2012-11-13,4175,4870,5100,3160
2012-11-14,4175,4870,5100,3160
2012-11-15,4175,4870,5100,3160
2012-11-16,4175,4870,5100,3160
2012-11-17,4175,4870,5100,3160
2012-11-18,4175,4870,5100,3160
2012-11-19,4175,4870,5100,3160
2012-11-20,4175,4870,5100,3160
2012-11-21,4175,4870,5100,3160
2012-11-22,4175,4870,5100,3160
2012-11-23,4175,4870,5100,3160
2012-11-24,4175,4870,5100,3160
2012-11-25,4175,4870,5100,3160
2012-11-26,4175,4870,5100,3160
2012-11-27,4175,4870,5100,3160
2012-11-28,4175,4870,5100,3160
2012-11-29,4175,4870,5100,3160
2012-11-30,4175,4870,5100,3160
2012-12-01,4175,4870,5100,3160
2012-12-02,4175,4870,5100,3160
2012-12-03,4175,4870,5100,3160
2012-12-04,4175,4870,5100,3160
2012-12-05,4175,4870,5100,3160
2012-12-06,4175,4870,5100,3160
2012-12-07,4175,4870,5100,3160
2012-12-08,4175,4870,5100,3160
2012-12-09,4175,4870,5100,3160
2012-12-10,4175,4870,5100,3160
2012-12-11,4175,4870,5100,3160
2012-12-12,4175,4870,5100,3160
2012-12-13,4175,4870,5100,3160
2012-12-14,4175,4870,5100,3160
2012-12-15,4175,4870,5100,3160
2012-12-16,4175,4870,5100,3160
2012-12-17,4175,4870,5100,3160
2012-12-18,4175,4870,5100,3160
2012-12-19,4175,4870,5100,3160
2012-12-20,4175,4870,5100,3160
2012-12-21,4175,4870,5100,3160
2012-12-22,4175,4870,5100,3160
2012-12-23,4175,4870,5100,3160
2012-12-24,4175,4870,5100,3160
2012-12-25,4175,4870,5100,3160
2012-12-26,4175,4870,5100,3160
2012-12-27,4175,4870,5100,3160
2012-12-28,4175,4870,5100,3160
2012-12-29,4175,4870,5100,3160
2012-12-30,4175,4870,5100,3160
2012-12-31,4175,4870,5100,3160
2013-01-01,5250,6000,6270,4365
2013-01-02,5250,6000,6270,4365
2013-01-03,5250,6000,6270,4365
2013-01-04,5250,6000,6270,4365
2013-01-05,5250,6000,6270,4365
2013-01-06,5250,6000,6270,4365
2013-01-07,5250,6000,6270,4365
2013-01-08,5250,6000,6270,4365
2013-01-09,5250,6000,6270,4365
2013-01-10,5250,6000,6270,4365
2013-01-11,5250,6000,6270,4365
2013-01-12,5250,6000,6270,4365
2013-01-13,5250,6000,6270,4365
2013-01-14,5250,6000,6270,4365
2013-01-15,5250,6000,6270,4365
2013-01-16,5250,6000,6270,4365
2013-01-17,5250,6000,6270,4365
2013-01-18,5250,6000,6270,4365
2013-01-19,5250,6000,6270,4365
2013-01-20,5250,6000,6270,4365
2013-01-21,5250,6000,6270,4365
2013-01-22,5250,6000,6270,4365
2013-01-23,5250,6000,6270,4365
2013-01-24,5250,6000,6270,4365
2013-01-25,5250,6000,6270,4365
2013-01-26,5250,6000,6270,4365
2013-01-27,5250,6000,6270,4365
2013-01-28,5250,6000,6270,4365
2013-01-29,5250,6000,6270,4365
2013-01-30,5250,6000,6270,4365
2013-01-31,5250,6000,6270,4365
2013-02-01,5250,6000,6270,4365
2013-02-02,5250,6000,6270,4365
2013-02-03,5250,6000,6270,4365
2013-02-04,5250,6000,6270,4365
2013-02-05,5250,6000,6270,4365
2013-02-06,5250,6000,6270,4365
2013-02-07,5250,6000,6270,4365
2013-02-08,5250,6000,6270,4365
2013-02-09,5250,6000,6270,4365
2013-02-10,5250,6000,6270,4365
2013-02-11,5250,6000,6270,4365
2013-02-12,5250,6000,6270,4365
2013-02-13,5250,6000,6270,4365
2013-02-14,5250,6000,6270,4365
2013-02-15,5250,6000,6270,4365
2013-02-16,5250,6000,6270,4365
2013-02-17,5250,6000,6270,4365
2013-02-18,5250,6000,6270,4365
2013-02-19,5250,6000,6270,4365
2013-02-20,5250,6000,6270,4365
2013-02-21,5250,6000,6270,4365
2013-02-22,4020,4680,4900,2950
2013-02-23,4020,4680,4900,2950
2013-02-24,4020,4680,4900,2950
2013-02-25,4020,4680,4900,2950
2013-02-26,4020,4680,4900,2950
2013-02-27,4020,4680,4900,2950
2013-02-28,4020,4680,4900,2950
2013-03-01,4020,4680,4900,2950
2013-03-02,4020,4680,4900,2950
2013-03-03,4020,4680,4900,2950
2013-03-04,4020,4680,4900,2950
2013-03-05,4020,4680,4900,2950
2013-03-06,4020,4680,4900,2950
2013-03-07,4020,4680,4900,2950
2013-03-08,4020,4680,4900,2950
2013-03-09,4020,4680,4900,2950
2013-03-10,4020,4680,4900,2950
2013-03-11,4020,4680,4900,2950
2013-03-12,4020,4680,4900,2950
2013-03-13,4020,4680,4900,2950
2013-03-14,4020,4680,4900,2950
2013-03-15,3945,4600,4815,2870
2013-03-16,3945,4600,4815,2870
2013-03-17,3945,4600,4815,2870
2013-03-18,3945,4600,4815,2870
2013-03-19,3945,4600,4815,2870
2013-03-20,3945,4600,4815,2870
2013-03-21,3945,4600,4815,2870
2013-03-22,3945,4600,4815,2870
2013-03-23,3945,4600,4815,2870
2013-03-24,3945,4600,4815,2870
2013-03-25,3945,4600,4815,2870
2013-03-26,3945,4600,4815,2870
2013-03-27,3945,4600,4815,2870
2013-03-28,3945,4600,4815,2870
2013-03-29,3945,4600,4815,2870
2013-03-30,3945,4600,4815,2870
2013-03-31,3945,4600,4815,2870
2013-04-01,3945,4600,4815,2870
2013-04-02,3945,4600,4815,2870
2013-04-03,3945,4600,4815,2870
2013-04-04,3945,4600,4815,2870
2013-04-05,3945,4600,4815,2870
2013-04-06,3945,4600,4815,2870
2013-04-07,3945,4600,4815,2870
2013-04-08,3945,4600,4815,2870
2013-04-09,3945,4600,4815,2870
2013-04-10,3945,4600,4815,2870
2013-04-11,3945,4600,4815,2870
2013-04-12,3945,4600,4815,2870
2013-04-13,3945,4600,4815,2870
2013-04-14,3945,4600,4815,2870
2013-04-15,3860,4500,4710,2770
2013-04-16,3860,4500,4710,2770
2013-04-17,3600,4200,4400,2530
2013-04-18,3600,4200,4400,2530
2013-04-19,3600,4200,4400,2530
2013-04-20,3600,4200,4400,2530
2013-04-21,3600,4200,4400,2530
2013-04-22,3600,4200,4400,2530
2013-04-23,3600,4200,4400,2530
2013-04-24,3675,4285,4485,2600
2013-04-25,3675,4285,4485,2600
2013-04-26,3675,4285,4485,2600
2013-04-27,3675,4285,4485,2600
2013-04-28,3675,4285,4485,2600
2013-04-29,3740,4360,4565,2670
2013-04-30,3740,4360,4565,2670
2013-05-01,3740,4360,4565,2670
2013-05-02,3740,4360,4565,2670
2013-05-03,3740,4360,4565,2670
2013-05-04,3740,4360,4565,2670
2013-05-05,3740,4360,4565,2670
2013-05-06,3740,4360,4565,2670
2013-05-07,3740,4360,4565,2670
2013-05-08,3740,4360,4565,2670
2013-05-09,3740,4360,4565,2670
2013-05-10,3740,4360,4565,2670
2013-05-11,3740,4360,4565,2670
2013-05-12,3740,4360,4565,2670
2013-05-13,3740,4360,4565,2670
2013-05-14,3675,4285,4485,2600
2013-05-15,3675,4285,4485,2600
2013-05-16,3675,4285,4485,2600
2013-05-17,3675,4285,4485,2600
2013-05-18,3675,4285,4485,2600
2013-05-19,3585,4180,4380,2530
2013-05-20,3585,4180,4380,2530
2013-05-21,3585,4180,4380,2530
2013-05-22,3585,4180,4380,2530
2013-05-23,3585,4180,4380,2530
2013-05-24,3585,4180,4380,2530
2013-05-25,3585,4180,4380,2530
2013-05-26,3585,4180,4380,2530
2013-05-27,3585,4180,4380,2530
2013-05-28,3585,4180,4380,2530
2013-05-29,3585,4180,4380,2530
2013-05-30,3585,4180,4380,2530
2013-05-31,3585,4180,4380,2530
2013-06-01,3585,4180,4380,2530
2013-06-02,3585,4180,4380,2530
2013-06-03,3585,4180,4380,2530
2013-06-04,3585,4180,4380,2530
2013-06-05,3585,4180,4380,2530
2013-06-06,3585,4180,4380,2530
2013-06-07,3585,4180,4380,2530
2013-06-08,3585,4180,4380,2530
2013-06-09,3585,4180,4380,2530
2013-06-10,3585,4180,4380,2530
2013-06-11,3585,4180,4380,2530
2013-06-12,3585,4180,4380,2530
2013-06-13,3585,4180,4380,2530
2013-06-14,3585,4180,4380,2530
2013-06-15,3585,4180,4380,2530
2013-06-16,3585,4180,4380,2530
2013-06-17,3585,4180,4380,2530
2013-06-18,3585,4180,4380,2530
2013-06-19,3585,4180,4380,2530
2013-06-20,3585,4180,4380,2530
2013-06-21,3500,4085,4275,2450
2013-06-22,3500,4085,4275,2450
2013-06-23,3500,4085,4275,2450
2013-06-24,3500,4085,4275,2450
2013-06-25,3500,4085,4275,2450
2013-06-26,3500,4085,4275,2450
2013-06-27,3500,4085,4275,2450
2013-06-28,3415,3985,4170,2370
2013-06-29,3415,3985,4170,2370
2013-06-30,3415,3985,4170,2370
2013-07-01,3415,3985,4170,2370
2013-07-02,3415,3985,4170,2370
2013-07-03,3415,3985,4170,2370
2013-07-04,3415,3985,4170,2370
2013-07-05,3415,3985,4170,2370
2013-07-06,3415,3985,4170,2370
2013-07-07,3415,3985,4170,2370
2013-07-08,3415,3985,4170,2370
2013-07-09,3415,3985,4170,2370
2013-07-10,3415,3985,4170,2370
